HOTEL,LEAD_TIME,ARRIVAL_DATE_WEEK_NUMBER,STAYS_IN_WEEKEND_NIGHTS,STAYS_IN_WEEK_NIGHTS,ADULTS,CHILDREN,BABIES,MEAL,COUNTRY,MARKET_SEGMENT,DISTRIBUTION_CHANNEL,IS_REPEATED_GUEST,PREVIOUS_CANCELLATIONS,PREVIOUS_BOOKINGS_NOT_CANCELED,RESERVED_ROOM_TYPE,ASSIGNED_ROOM_TYPE,BOOKING_CHANGES,DEPOSIT_TYPE,AGENT,DAYS_IN_WAITING_LIST,CUSTOMER_TYPE,ADR,REQUIRED_CAR_PARKING_SPACES,TOTAL_OF_SPECIAL_REQUESTS,RESERVATION_STATUS,RESERVATION_STATUS_DATE,ARRIVAL_DATE,TOTAL_NIGHTS,REVENUE,MONTH,DAY_NAME,YEAR,BOOKING_DAY_TYPE,BOOKING_STATUS,CUSTOMER_SEGMENT,BOOKING_PLATFORM,DEVICE_TYPE,DISCOUNT_PERCENTAGE,TOTAL_STAY,TOTAL_REVENUE,Payment_Method,FINAL REVENUE
City Hotel,14,30,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,0,0,Transient-Party,105,0,0,Check-Out,23-07-2016,21-07-2016,2,210,July,Thursday,2016,Weekday,completed,Individual,Mobile App,Desktop,5,2,210,CASH,199.5
Resort Hotel,119,30,0,4,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,8,0,Transient,139.74,0,1,Check-Out,23-07-2016,19-07-2016,4,558.96,July,Tuesday,2016,Weekday,completed,Group,Mobile App,iOS,10,4,465.8,DEBIT CARD,419.22
City Hotel,36,30,0,1,2,2,0,BB,NOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Transient,216.9,1,2,Check-Out,23-07-2016,22-07-2016,1,216.9,July,Friday,2016,Weekday,completed,Individual,Partner Platform,Android,15,1,216.9,DEBIT CARD,184.365
Resort Hotel,30,30,0,4,3,1,0,BB,LVA,Direct,Direct,0,0,0,E,F,0,No Deposit,14,0,Transient,216.54,0,2,Check-Out,23-07-2016,19-07-2016,4,866.16,July,Tuesday,2016,Weekday,completed,Business,Mobile App,Android,15,4,721.8,DEBIT CARD,613.53
City Hotel,14,30,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient-Party,105,0,0,Check-Out,23-07-2016,21-07-2016,2,210,July,Thursday,2016,Weekday,completed,Individual,Website,iOS,5,2,210,CASH,199.5
City Hotel,96,29,2,5,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,191.57,0,2,Check-Out,23-07-2016,16-07-2016,7,1340.99,July,Saturday,2016,Weekend,completed,Individual,Mobile App,iOS,0,7,1340.99,UPI,1340.99
City Hotel,156,30,0,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,0,Transient,91.96,1,2,Check-Out,23-07-2016,19-07-2016,4,367.84,July,Tuesday,2016,Weekday,completed,Group,Mobile App,Desktop,15,4,367.84,NET BANKING,312.664
Resort Hotel,191,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,119.94,1,1,Check-Out,23-07-2016,16-07-2016,7,839.58,July,Saturday,2016,Weekend,completed,Business,Mobile App,iOS,10,7,699.65,UPI,629.685
City Hotel,133,29,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,9,0,Transient,114.63,0,1,Check-Out,23-07-2016,16-07-2016,7,802.41,July,Saturday,2016,Weekend,completed,Individual,Mobile App,Desktop,5,7,802.41,CASH,762.2895
Resort Hotel,1,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,Transient,235.2,1,0,Check-Out,23-07-2016,22-07-2016,1,235.2,July,Friday,2016,Weekday,completed,Individual,Mobile App,Desktop,5,1,196,NET BANKING,186.2
City Hotel,89,29,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,Transient,155.57,0,2,Check-Out,23-07-2016,16-07-2016,7,1088.99,July,Saturday,2016,Weekend,completed,Individual,Website,Android,15,7,1088.99,DEBIT CARD,925.6415
City Hotel,14,30,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,0,Transient-Party,105,0,0,Check-Out,23-07-2016,21-07-2016,2,210,July,Thursday,2016,Weekday,completed,Group,Website,Desktop,20,2,210,CASH,168
Resort Hotel,144,29,2,5,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,0,Transient,86.7,0,0,Check-Out,23-07-2016,16-07-2016,7,606.9,July,Saturday,2016,Weekend,completed,Business,Mobile App,Android,5,7,505.75,DEBIT CARD,480.4625
City Hotel,119,30,0,2,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,16,0,Transient,131.08,0,0,Check-Out,23-07-2016,21-07-2016,2,262.16,July,Thursday,2016,Weekday,completed,Business,Website,Android,5,2,262.16,DEBIT CARD,249.052
City Hotel,138,30,1,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,115.6,0,1,Check-Out,23-07-2016,18-07-2016,5,578,July,Monday,2016,Weekday,completed,Individual,Partner Platform,Android,5,5,578,UPI,549.1
Resort Hotel,292,30,0,2,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6,0,Transient-Party,108,0,0,Check-Out,23-07-2016,21-07-2016,2,216,July,Thursday,2016,Weekday,completed,Group,Mobile App,Android,15,2,180,DEBIT CARD,153
City Hotel,292,30,0,2,2,0,0,HB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,0,Transient-Party,115,0,0,Check-Out,23-07-2016,21-07-2016,2,230,July,Thursday,2016,Weekday,completed,Business,Partner Platform,Desktop,5,2,230,UPI,218.5
Resort Hotel,115,30,1,4,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,169.56,0,0,Check-Out,23-07-2016,18-07-2016,5,847.8,July,Monday,2016,Weekday,completed,Individual,Mobile App,Android,5,5,706.5,DEBIT CARD,671.175
Resort Hotel,292,30,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,0,Transient-Party,108,0,0,Check-Out,23-07-2016,21-07-2016,2,216,July,Thursday,2016,Weekday,completed,Individual,Website,iOS,15,2,180,UPI,153
City Hotel,190,30,1,4,2,1,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,Transient,109.35,0,2,Check-Out,23-07-2016,18-07-2016,5,546.75,July,Monday,2016,Weekday,completed,Individual,Partner Platform,Android,5,5,546.75,UPI,519.4125
City Hotel,110,30,0,4,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,B,0,No Deposit,15,0,Transient,113.76,0,1,Check-Out,23-07-2016,19-07-2016,4,455.04,July,Tuesday,2016,Weekday,completed,Business,Partner Platform,Desktop,0,4,455.04,DEBIT CARD,455.04
City Hotel,22,30,0,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Transient,240,0,1,Check-Out,23-07-2016,21-07-2016,2,480,July,Thursday,2016,Weekday,completed,Individual,Partner Platform,Android,5,2,480,UPI,456
Resort Hotel,292,30,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,6,0,Transient-Party,134.4,0,0,Check-Out,23-07-2016,21-07-2016,2,268.8,July,Thursday,2016,Weekday,completed,Individual,Website,iOS,15,2,224,UPI,190.4
City Hotel,292,30,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,6,0,Transient-Party,90,0,0,Check-Out,23-07-2016,21-07-2016,2,180,July,Thursday,2016,Weekday,completed,Individual,Mobile App,Android,15,2,180,NET BANKING,153
Resort Hotel,170,30,0,4,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient-Party,102,0,1,Check-Out,23-07-2016,19-07-2016,4,408,July,Tuesday,2016,Weekday,completed,Business,Mobile App,Android,10,4,340,DEBIT CARD,306
Resort Hotel,6,30,0,2,1,0,0,BB,ZAF,Corporate,Direct,0,0,0,A,E,1,No Deposit,0,0,Transient,111.6,0,2,Check-Out,23-07-2016,21-07-2016,2,223.2,July,Thursday,2016,Weekday,completed,Individual,Website,iOS,20,2,186,UPI,148.8
City Hotel,5,6,0,1,1,0,0,BB,ZAF,Direct,Direct,1,0,1,A,E,1,No Deposit,14,0,Transient,75,0,3,Check-Out,10-02-2017,09-02-2017,1,75,February,Thursday,2017,Weekday,completed,Individual,Website,iOS,5,1,75,CASH,71.25
City Hotel,14,30,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,105,0,0,Check-Out,23-07-2016,21-07-2016,2,210,July,Thursday,2016,Weekday,completed,Business,Mobile App,Desktop,10,2,210,CASH,189
Resort Hotel,83,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,126.36,0,1,Check-Out,24-07-2016,23-07-2016,1,126.36,July,Saturday,2016,Weekend,completed,Individual,Website,Android,20,1,105.3,NET BANKING,84.24
City Hotel,83,30,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,105.3,0,1,Check-Out,24-07-2016,23-07-2016,1,105.3,July,Saturday,2016,Weekend,completed,Business,Mobile App,Android,20,1,105.3,UPI,84.24
Resort Hotel,226,30,0,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,96,Transient-Party,77.1,0,0,Check-Out,24-07-2016,22-07-2016,2,154.2,July,Friday,2016,Weekday,completed,Business,Mobile App,Android,15,2,128.5,CASH,109.225
City Hotel,65,30,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,143.7,0,2,Check-Out,24-07-2016,21-07-2016,3,431.1,July,Thursday,2016,Weekday,completed,Business,Mobile App,iOS,20,3,431.1,NET BANKING,344.88
City Hotel,226,30,0,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,96,Transient-Party,76.5,0,1,Check-Out,24-07-2016,22-07-2016,2,153,July,Friday,2016,Weekday,completed,Individual,Mobile App,iOS,10,2,153,UPI,137.7
Resort Hotel,226,30,0,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,96,Transient-Party,91.8,0,1,Check-Out,24-07-2016,22-07-2016,2,183.6,July,Friday,2016,Weekday,completed,Business,Mobile App,Android,5,2,153,DEBIT CARD,145.35
Resort Hotel,10,30,0,1,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,0,Transient,199.2,0,0,Check-Out,24-07-2016,23-07-2016,1,199.2,July,Saturday,2016,Weekend,completed,Individual,Website,Desktop,15,1,166,CASH,141.1
City Hotel,187,30,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,94.5,1,1,Check-Out,24-07-2016,22-07-2016,2,189,July,Friday,2016,Weekday,completed,Group,Website,iOS,15,2,189,UPI,160.65
City Hotel,151,29,2,8,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,131.75,0,1,Check-Out,24-07-2016,14-07-2016,10,1317.5,July,Thursday,2016,Weekday,completed,Business,Mobile App,Android,0,10,1317.5,UPI,1317.5
City Hotel,174,30,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,115.8,0,2,Check-Out,24-07-2016,21-07-2016,3,347.4,July,Thursday,2016,Weekday,completed,Business,Mobile App,iOS,15,3,347.4,NET BANKING,295.29
City Hotel,83,30,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,137.7,0,2,Check-Out,24-07-2016,23-07-2016,1,137.7,July,Saturday,2016,Weekend,completed,Business,Partner Platform,Android,15,1,137.7,UPI,117.045
Resort Hotel,40,30,0,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,160.92,1,1,Check-Out,24-07-2016,23-07-2016,1,160.92,July,Saturday,2016,Weekend,completed,Business,Mobile App,iOS,20,1,134.1,DEBIT CARD,107.28
Resort Hotel,226,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,96,Transient-Party,91.8,0,1,Check-Out,24-07-2016,22-07-2016,2,183.6,July,Friday,2016,Weekday,completed,Individual,Mobile App,iOS,20,2,153,CASH,122.4
City Hotel,226,30,0,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,E,0,No Deposit,1,96,Transient-Party,76.5,0,1,Check-Out,24-07-2016,22-07-2016,2,153,July,Friday,2016,Weekday,completed,Individual,Mobile App,Desktop,20,2,153,NET BANKING,122.4
City Hotel,5,30,0,1,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9,0,Transient,231,0,2,Check-Out,24-07-2016,23-07-2016,1,231,July,Saturday,2016,Weekend,completed,Business,Mobile App,Android,20,1,231,UPI,184.8
City Hotel,7,30,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,Transient,173.95,0,1,Check-Out,24-07-2016,23-07-2016,1,173.95,July,Saturday,2016,Weekend,completed,Business,Mobile App,iOS,20,1,173.95,UPI,139.16
Resort Hotel,100,30,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,147.96,0,1,Check-Out,24-07-2016,22-07-2016,2,295.92,July,Friday,2016,Weekday,completed,Business,Website,Android,15,2,246.6,CASH,209.61
City Hotel,126,30,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,0,Transient,146.7,1,2,Check-Out,24-07-2016,23-07-2016,1,146.7,July,Saturday,2016,Weekend,completed,Business,Mobile App,iOS,5,1,146.7,NET BANKING,139.365
Resort Hotel,63,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,126.36,0,1,Check-Out,24-07-2016,23-07-2016,1,126.36,July,Saturday,2016,Weekend,completed,Group,Website,iOS,15,1,105.3,DEBIT CARD,89.505
City Hotel,0,30,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,3,No Deposit,0,0,Transient,139,0,0,Check-Out,24-07-2016,23-07-2016,1,139,July,Saturday,2016,Weekend,completed,Business,Partner Platform,iOS,5,1,139,DEBIT CARD,132.05
Resort Hotel,63,30,0,1,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,145.8,0,2,Check-Out,24-07-2016,23-07-2016,1,145.8,July,Saturday,2016,Weekend,completed,Individual,Mobile App,Android,20,1,121.5,CASH,97.2
City Hotel,168,30,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,0,Transient,126.41,0,2,Check-Out,24-07-2016,17-07-2016,7,884.87,July,Sunday,2016,Weekend,completed,Business,Website,Desktop,10,7,884.87,UPI,796.383
Resort Hotel,52,30,0,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,0,Transient,201.96,0,1,Check-Out,24-07-2016,23-07-2016,1,201.96,July,Saturday,2016,Weekend,completed,Business,Website,Android,15,1,168.3,NET BANKING,143.055
City Hotel,0,30,0,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,9,0,Transient-Party,68.85,1,2,Check-Out,24-07-2016,23-07-2016,1,68.85,July,Saturday,2016,Weekend,completed,Business,Partner Platform,iOS,20,1,68.85,DEBIT CARD,55.08
Resort Hotel,149,30,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,9,0,Transient-Party,93.42,1,2,Check-Out,24-07-2016,23-07-2016,1,93.42,July,Saturday,2016,Weekend,completed,Individual,Mobile App,Android,0,1,77.85,CASH,77.85
Resort Hotel,122,29,2,8,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,121.38,0,1,Check-Out,24-07-2016,14-07-2016,10,1213.8,July,Thursday,2016,Weekday,completed,Individual,Website,iOS,20,10,1011.5,CASH,809.2
Resort Hotel,163,30,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient-Party,142.56,0,1,Check-Out,24-07-2016,22-07-2016,2,285.12,July,Friday,2016,Weekday,completed,Business,Mobile App,Android,10,2,237.6,CASH,213.84
City Hotel,0,30,0,2,2,0,1,BB,PRT,Complementary,Direct,0,0,0,E,E,2,No Deposit,0,0,Transient,0,1,2,Check-Out,24-07-2016,22-07-2016,2,0,July,Friday,2016,Weekday,completed,Business,Partner Platform,Android,15,2,0,UPI,0
City Hotel,162,30,0,4,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,96.13,1,0,Check-Out,24-07-2016,20-07-2016,4,384.52,July,Wednesday,2016,Weekday,completed,Individual,Partner Platform,Desktop,10,4,384.52,DEBIT CARD,346.068
City Hotel,14,30,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,0,Contract,86.85,0,2,Check-Out,24-07-2016,22-07-2016,2,173.7,July,Friday,2016,Weekday,completed,Business,Mobile App,Android,20,2,173.7,DEBIT CARD,138.96
Resort Hotel,259,30,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,0,Contract,115.02,1,2,Check-Out,24-07-2016,22-07-2016,2,230.04,July,Friday,2016,Weekday,completed,Business,Mobile App,iOS,5,2,191.7,UPI,182.115
City Hotel,285,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,95.4,0,1,Check-Out,24-07-2016,21-07-2016,3,286.2,July,Thursday,2016,Weekday,completed,Business,Website,Android,10,3,286.2,DEBIT CARD,257.58
City Hotel,27,30,0,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,0,Transient,187,0,2,Check-Out,24-07-2016,23-07-2016,1,187,July,Saturday,2016,Weekend,completed,Business,Partner Platform,iOS,20,1,187,DEBIT CARD,149.6
Resort Hotel,93,30,0,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,0,Transient,86.7,0,0,Check-Out,24-07-2016,23-07-2016,1,86.7,July,Saturday,2016,Weekend,completed,Individual,Mobile App,Android,5,1,72.25,UPI,68.6375
Resort Hotel,65,30,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,0,Transient-Party,0,0,0,Check-Out,24-07-2016,22-07-2016,2,0,July,Friday,2016,Weekday,completed,Business,Mobile App,iOS,20,2,0,CASH,0
Resort Hotel,85,30,1,5,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9,0,Transient,216.36,0,2,Check-Out,24-07-2016,18-07-2016,6,1298.16,July,Monday,2016,Weekday,completed,Business,Website,iOS,15,6,1081.8,CASH,919.53
Resort Hotel,163,30,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient-Party,113.4,0,0,Check-Out,24-07-2016,22-07-2016,2,226.8,July,Friday,2016,Weekday,completed,Individual,Mobile App,Desktop,10,2,189,DEBIT CARD,170.1
City Hotel,0,30,0,1,1,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,101.18,0,0,Check-Out,24-07-2016,23-07-2016,1,101.18,July,Saturday,2016,Weekend,completed,Individual,Partner Platform,Android,15,1,101.18,DEBIT CARD,86.003
Resort Hotel,153,30,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,Transient,131.76,0,1,Check-Out,24-07-2016,22-07-2016,2,263.52,July,Friday,2016,Weekday,completed,Individual,Partner Platform,Android,15,2,219.6,UPI,186.66
City Hotel,171,30,0,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,95.2,0,1,Check-Out,24-07-2016,20-07-2016,4,380.8,July,Wednesday,2016,Weekday,completed,Individual,Website,Desktop,20,4,380.8,UPI,304.64
Resort Hotel,1,30,0,1,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,192,0,2,Check-Out,24-07-2016,23-07-2016,1,192,July,Saturday,2016,Weekend,completed,Business,Website,Desktop,5,1,160,DEBIT CARD,152
City Hotel,63,30,0,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,103.5,1,2,Check-Out,24-07-2016,23-07-2016,1,103.5,July,Saturday,2016,Weekend,completed,Business,Website,Android,20,1,103.5,NET BANKING,82.8
City Hotel,115,30,0,1,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,99.9,0,1,Check-Out,24-07-2016,23-07-2016,1,99.9,July,Saturday,2016,Weekend,completed,Individual,Partner Platform,Android,15,1,99.9,UPI,84.915
Resort Hotel,129,30,0,2,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,0,Transient,167.988,0,2,Check-Out,24-07-2016,22-07-2016,2,335.976,July,Friday,2016,Weekday,completed,Individual,Website,iOS,15,2,279.98,CASH,237.983
Resort Hotel,37,30,0,4,1,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,157.236,0,1,Check-Out,24-07-2016,20-07-2016,4,628.944,July,Wednesday,2016,Weekday,completed,Business,Mobile App,Android,15,4,524.12,UPI,445.502
City Hotel,63,30,0,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,94.5,0,2,Check-Out,24-07-2016,23-07-2016,1,94.5,July,Saturday,2016,Weekend,completed,Business,Partner Platform,iOS,5,1,94.5,NET BANKING,89.775
City Hotel,51,30,0,1,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,0,Transient,228.6,1,2,Check-Out,24-07-2016,23-07-2016,1,228.6,July,Saturday,2016,Weekend,completed,Individual,Mobile App,iOS,5,1,228.6,UPI,217.17
Resort Hotel,148,30,0,5,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,95.04,0,1,Check-Out,24-07-2016,19-07-2016,5,475.2,July,Tuesday,2016,Weekday,completed,Group,Partner Platform,Desktop,15,5,396,UPI,336.6
City Hotel,0,30,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,0,Transient,82.66,0,0,Check-Out,24-07-2016,23-07-2016,1,82.66,July,Saturday,2016,Weekend,completed,Individual,Partner Platform,Android,20,1,82.66,DEBIT CARD,66.128
Resort Hotel,0,30,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,0,Transient,123.984,0,1,Check-Out,24-07-2016,23-07-2016,1,123.984,July,Saturday,2016,Weekend,completed,Business,Partner Platform,Android,10,1,103.32,CASH,92.988
City Hotel,17,30,0,1,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,D,A,3,No Deposit,9,0,Transient-Party,196,1,2,Check-Out,24-07-2016,23-07-2016,1,196,July,Saturday,2016,Weekend,completed,Business,Website,iOS,20,1,196,UPI,156.8
Resort Hotel,172,30,2,5,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,87.408,0,1,Check-Out,25-07-2016,18-07-2016,7,611.856,July,Monday,2016,Weekday,completed,Business,Partner Platform,iOS,10,7,509.88,DEBIT CARD,458.892
Resort Hotel,125,30,2,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,0,Transient,101.496,0,1,Check-Out,25-07-2016,18-07-2016,7,710.472,July,Monday,2016,Weekday,completed,Business,Mobile App,Desktop,20,7,592.06,DEBIT CARD,473.648
Resort Hotel,125,30,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,0,Transient,81.6,0,0,Check-Out,25-07-2016,18-07-2016,7,571.2,July,Monday,2016,Weekday,completed,Business,Partner Platform,Android,15,7,476,CASH,404.6
City Hotel,121,30,1,1,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,105.3,0,0,Check-Out,25-07-2016,23-07-2016,2,210.6,July,Saturday,2016,Weekend,completed,Business,Website,Desktop,20,2,210.6,NET BANKING,168.48
City Hotel,31,30,1,2,1,0,0,BB,JPN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,118,0,Transient,80,0,2,Check-Out,25-07-2016,22-07-2016,3,240,July,Friday,2016,Weekday,completed,Individual,Mobile App,Android,5,3,240,DEBIT CARD,228
Resort Hotel,71,31,1,0,3,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,176.04,1,2,Check-Out,25-07-2016,24-07-2016,1,176.04,July,Sunday,2016,Weekend,completed,Individual,Website,Android,15,1,146.7,DEBIT CARD,124.695
City Hotel,104,30,1,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,123.3,0,0,Check-Out,25-07-2016,21-07-2016,4,493.2,July,Thursday,2016,Weekday,completed,Group,Mobile App,iOS,5,4,493.2,DEBIT CARD,468.54
Resort Hotel,104,30,1,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,170.64,0,2,Check-Out,25-07-2016,21-07-2016,4,682.56,July,Thursday,2016,Weekday,completed,Business,Mobile App,Desktop,0,4,568.8,NET BANKING,568.8
Resort Hotel,175,30,1,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,102.6,0,1,Check-Out,25-07-2016,23-07-2016,2,205.2,July,Saturday,2016,Weekend,completed,Group,Website,iOS,20,2,171,NET BANKING,136.8
Resort Hotel,175,30,1,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient-Party,102.6,0,1,Check-Out,25-07-2016,23-07-2016,2,205.2,July,Saturday,2016,Weekend,completed,Business,Website,iOS,10,2,171,UPI,153.9
City Hotel,104,30,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,142.2,0,2,Check-Out,25-07-2016,21-07-2016,4,568.8,July,Thursday,2016,Weekday,completed,Business,Partner Platform,Android,15,4,568.8,DEBIT CARD,483.48
Resort Hotel,104,30,1,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,147.96,0,2,Check-Out,25-07-2016,21-07-2016,4,591.84,July,Thursday,2016,Weekday,completed,Individual,Partner Platform,iOS,15,4,493.2,DEBIT CARD,419.22
